"","uid","itemNo","valence","internal_node_id","trial_type","chosen_attr","stimulus","nTimeouts","chosen_attr_type","time_elapsed","rt","response","trial_index","timedout","taskNo","trialNo","condition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","interpersonal","category","subcategory","event","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"1863","subCA1_30",39,"positive","0.0-2.0-0.14-0.14","html-button-response-ca","Recently, I've been performing well in my job","You find out that you have been put forward for a leadership position at work",0,"internal_specific",371970,5894,0,17,FALSE,0,14,"control",2026913,1619894,1827120,64,30,"no","formal assessment (job)","non-social","You find out that you have been put forward for a leadership position at work",1,0,0,1,0,0
"1864","subCA1_30",41,"negative","0.0-2.0-0.15-0.15","html-button-response-ca","Application systems are generally complicated and things can get lost","You submited an application to join a local community forum but haven't heard anything back",0,"external_global",380538,7063,0,18,FALSE,0,15,"control",2026913,1619894,1827120,64,30,"no","general functioning (everyday life: easier task)","getting along (semi-social)","You submited an application to join a local community forum but haven't heard anything back",0,1,0,0,1,0
"1865","subCA1_30",43,"positive","0.0-2.0-0.16-0.16","html-button-response-ca","Recently, I have made an effort to be there for this particular friend","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,"internal_specific",394578,9390,2,20,FALSE,0,16,"control",2026913,1619894,1827120,64,30,"yes","close relationship","reaching out","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",1,0,0,1,0,0
"1866","subCA1_30",54,"positive","0.0-2.0-0.17-0.17","html-button-response-ca","I'm good at my job","You find out someone has contacted your employer to praise work you did for them",0,"internal_global",401865,5782,1,21,FALSE,0,17,"control",2026913,1619894,1827120,64,30,"no","general performance (job)","semi-social","You find out someone has contacted your employer to praise work you did for them",1,1,1,0,0,0
"1867","subCA1_30",62,"positive","0.0-2.0-0.18-0.18","html-button-response-ca","The test material was probably quite easy","You successfully practice saying some phrases of a new language you are trying to learn",0,"external_specific",410826,7456,3,22,FALSE,0,18,"control",2026913,1619894,1827120,64,30,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",0,0,0,0,0,1
"1868","subCA1_30",68,"positive","0.0-2.0-0.19-0.19","html-button-response-ca","I have been helping this person out with something private recently","Someone you are close to tells you they trust you",0,"internal_specific",418874,6544,0,23,FALSE,0,19,"control",2026913,1619894,1827120,64,30,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",1,0,0,1,0,0
"1869","subCA1_30",2,"negative","0.0-2.0-0.2-0.2","html-button-response-ca","My friend is probably just too busy to respond right now","You message your friend to ask for advice but they don't reply",0,"external_specific",183286,11286,0,5,FALSE,0,2,"control",2026913,1619894,1827120,64,30,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",0,0,0,0,0,1
"1870","subCA1_30",72,"negative","0.0-2.0-0.20-0.20","html-button-response-ca","For this speech, my ideas weren't put together very well","You speak during a community meeting but feel like people aren't interested in what you have to say",0,"internal_specific",437434,17055,2,24,FALSE,0,20,"control",2026913,1619894,1827120,64,30,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",1,0,0,1,0,0
"1871","subCA1_30",74,"negative","0.0-2.0-0.21-0.21","html-button-response-ca","On this occasion, I wasn't paying enough attention","You washed your clothes on the wrong setting and the colours have run",0,"internal_specific",446072,7134,3,25,FALSE,0,21,"control",2026913,1619894,1827120,64,30,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",1,0,0,1,0,0
"1872","subCA1_30",79,"negative","0.0-2.0-0.22-0.22","html-button-response-ca","People often miss other people waving at them in the street","You see a very close friend and wave at them but they don't wave back",0,"external_global",453213,5637,0,26,FALSE,0,22,"control",2026913,1619894,1827120,64,30,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",0,1,0,0,1,0
"1873","subCA1_30",93,"positive","0.0-2.0-0.23-0.23","html-button-response-ca","For this piece of work, I probably tried particularly hard","A colleague comments on the high quality of your recent work",0,"internal_specific",461373,6655,2,27,FALSE,0,23,"control",2026913,1619894,1827120,64,30,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",1,0,0,1,0,0
"1874","subCA1_30",99,"negative","0.0-2.0-0.24-0.24","html-button-response-ca","People often fail to ask who would like to be put forward for things","You want to be nominated for a role in your local community group but no one suggests you",0,"external_global",475683,12805,2,28,FALSE,0,24,"control",2026913,1619894,1827120,64,30,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",0,1,0,0,1,0
"1875","subCA1_30",101,"positive","0.0-2.0-0.25-0.25","html-button-response-ca","Recently, I have been friendly to this particular colleague","Someone from work tells you they would like to be on your team for a work social event",0,"internal_specific",490243,13055,1,29,FALSE,0,25,"control",2026913,1619894,1827120,64,30,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",1,0,0,1,0,0
"1876","subCA1_30",104,"positive","0.0-2.0-0.26-0.26","html-button-response-ca","It's not uncommon for people to do nice things for their friends","Someone you care about takes time out of their busy day to check in on you ",0,"external_global",499445,7698,0,30,FALSE,0,26,"control",2026913,1619894,1827120,64,30,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",0,1,0,0,1,0
"1877","subCA1_30",105,"negative","0.0-2.0-0.27-0.27","html-button-response-ca","On this occasion, I let myself be distracted by something unimportant","You forget you put dinner in the oven and it burns",0,"internal_specific",506670,5720,2,31,FALSE,0,27,"control",2026913,1619894,1827120,64,30,"no","general functioning (everyday life: easier task)","self-care","You forget you put dinner in the oven and it burns",1,0,0,1,0,0
"1878","subCA1_30",112,"negative","0.0-2.0-0.28-0.28","html-button-response-ca","People don't tend to like me","You overhear a colleague telling someone else they don't like you",0,"internal_global",517994,9819,1,32,FALSE,0,28,"control",2026913,1619894,1827120,64,30,"yes","colleagues","personal qualities","You overhear a colleague telling someone else they don't like you",1,1,1,0,0,0
"1879","subCA1_30",113,"positive","0.0-2.0-0.29-0.29","html-button-response-ca","Recently, I've taken the time to help out this colleage with their work","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,"internal_specific",525575,6075,3,33,FALSE,0,29,"control",2026913,1619894,1827120,64,30,"yes","colleagues","personal qualities","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",1,0,0,1,0,0
"1880","subCA1_30",3,"negative","0.0-2.0-0.3-0.3","html-button-response-ca","Usually people forget some things when they run errands","You return from the shops without something important from your shopping list",0,"external_global",202751,17959,0,6,FALSE,0,3,"control",2026913,1619894,1827120,64,30,"no","general functioning (everyday life: harder task)","life activities","You return from the shops without something important from your shopping list",0,1,0,0,1,0
"1881","subCA1_30",116,"positive","0.0-2.0-0.30-0.30","html-button-response-ca","I'm good at my job","You find out a colleague has nominated you for a performance award at work",0,"internal_global",534398,7319,3,34,FALSE,0,30,"control",2026913,1619894,1827120,64,30,"no","formal assessment (job)","semi-social","You find out a colleague has nominated you for a performance award at work",1,1,1,0,0,0
"1882","subCA1_30",127,"positive","0.0-2.0-0.31-0.31","html-button-response-ca","This particular class are kind","You present your work during your evening class and get lots of praise from your classmates",0,"external_specific",541726,5823,0,35,FALSE,0,31,"control",2026913,1619894,1827120,64,30,"yes","contemporaries (not known well)","feedback/responsibility","You present your work during your evening class and get lots of praise from your classmates",0,0,0,0,0,1
"1883","subCA1_30",5,"negative","0.0-2.0-0.4-0.4","html-button-response-ca","There are always times when life gets in the way of things we'd like to prioritise","You'd like to be more engaged in your local community",0,"external_global",219422,15167,3,7,FALSE,0,4,"control",2026913,1619894,1827120,64,30,"no","general functioning (everyday life: harder task)","getting along (semi-social)","You'd like to be more engaged in your local community",0,1,0,0,1,0
"1884","subCA1_30",7,"negative","0.0-2.0-0.5-0.5","html-button-response-ca","I probably didn't come up with a good enough idea this time","Your suggestion for a community social event receives the lowest number of votes",0,"internal_specific",240078,19150,2,8,FALSE,0,5,"control",2026913,1619894,1827120,64,30,"yes","contemporaries (not known well)","feedback/responsibility","Your suggestion for a community social event receives the lowest number of votes",1,0,0,1,0,0
"1885","subCA1_30",8,"positive","0.0-2.0-0.6-0.6","html-button-response-ca","Recently, I did well on a particular piece of work","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",0,"internal_specific",251165,9582,0,9,FALSE,0,6,"control",2026913,1619894,1827120,64,30,"no","formal assessment (job)","non-social","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",1,0,0,1,0,0
"1886","subCA1_30",13,"negative","0.0-2.0-0.7-0.7","html-button-response-ca","People I feel close to don't actually like me","Someone you feel very close to is having a birthday dinner but hasn't invited you",0,"internal_global",276837,24166,3,10,FALSE,0,7,"control",2026913,1619894,1827120,64,30,"yes","close relationship","reaching out","Someone you feel very close to is having a birthday dinner but hasn't invited you",1,1,1,0,0,0
"1887","subCA1_30",15,"positive","0.0-2.0-0.8-0.8","html-button-response-ca","I'm good at my job","You find out that your manager wants to put you forward for promotion at work",0,"internal_global",285324,6983,1,11,FALSE,0,8,"control",2026913,1619894,1827120,64,30,"no","general performance (job)","non-social","You find out that your manager wants to put you forward for promotion at work",1,1,1,0,0,0
"1888","subCA1_30",17,"negative","0.0-2.0-0.9-0.9","html-button-response-ca","They were probably preoccupied and didn't see me","You smile at someone across the street you recognise, but they don't smile back",0,"external_specific",303356,16528,0,12,FALSE,0,9,"control",2026913,1619894,1827120,64,30,"yes","contemporaries (not known well)","reaching out","You smile at someone across the street you recognise, but they don't smile back",0,0,0,0,0,1
"1889","subCA1_30",11,"positive","0.0-20.0-0.0-0.0","html-button-response-ca","This particular quiz was probably quite easy","You take part in a quiz at work and get lots of answers right, so your team wins",0,"external_specific",1828757,11303,3,190,FALSE,1,0,"control",2026913,1619894,1827120,64,30,"no","formal assessment (academic)","semi-social","You take part in a quiz at work and get lots of answers right, so your team wins",0,0,0,0,0,1
"1890","subCA1_30",21,"positive","0.0-20.0-0.1-0.1","html-button-response-ca","I can usually get my head around straightforward problems","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",0,"internal_specific",1840669,10406,3,191,FALSE,1,1,"control",2026913,1619894,1827120,64,30,"no","general performance (academic)","semi-social","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,0,0,1,0,0
"1891","subCA1_30",47,"negative","0.0-20.0-0.10-0.10","html-button-response-ca","This particular person probably doesn't have a similar sense of humour to me","Someone you are close to tells you you are not funny",0,"external_specific",1892972,4359,0,200,FALSE,1,10,"control",2026913,1619894,1827120,64,30,"yes","close relationship","personal qualities","Someone you are close to tells you you are not funny",0,0,0,0,0,1
"1892","subCA1_30",53,"positive","0.0-20.0-0.11-0.11","html-button-response-ca","In the past, I have helped out this particular colleage with some advice","Someone you work with tells you they trust your judgement",0,"internal_specific",1900692,6216,0,201,FALSE,1,11,"control",2026913,1619894,1827120,64,30,"yes","colleagues","personal qualities","Someone you work with tells you they trust your judgement",1,0,0,1,0,0
"1893","subCA1_30",55,"negative","0.0-20.0-0.12-0.12","html-button-response-ca","I have probably done something recently to offend this person","Someone you care about deeply has disclosed something you told them in confidence to someone else",0,"internal_specific",1911419,9222,2,202,FALSE,1,12,"control",2026913,1619894,1827120,64,30,"yes","close relationship","reaching out","Someone you care about deeply has disclosed something you told them in confidence to someone else",1,0,0,1,0,0
"1894","subCA1_30",56,"positive","0.0-20.0-0.13-0.13","html-button-response-ca","It is not uncommon for people to say kind things to people close to them","Someone you are close to tells you they consider you a role model",0,"external_global",1917339,4415,1,203,FALSE,1,13,"control",2026913,1619894,1827120,64,30,"yes","close relationship","personal qualities","Someone you are close to tells you they consider you a role model",0,1,0,0,1,0
"1895","subCA1_30",59,"negative","0.0-20.0-0.14-0.14","html-button-response-ca","This particular person is probably having a bad day","You overhear someone at work talking about you behind your back",0,"external_specific",1924547,5703,3,204,FALSE,1,14,"control",2026913,1619894,1827120,64,30,"yes","colleagues","personal qualities","You overhear someone at work talking about you behind your back",0,0,0,0,0,1
"1896","subCA1_30",61,"negative","0.0-20.0-0.15-0.15","html-button-response-ca","On this occasion, I probably didn't spend enough time preparing","You give a presentation at work and it seems like no one is paying attention",0,"internal_specific",1929315,3263,1,205,FALSE,1,15,"control",2026913,1619894,1827120,64,30,"no","general performance (job)","semi-social","You give a presentation at work and it seems like no one is paying attention",1,0,0,1,0,0
"1897","subCA1_30",67,"negative","0.0-20.0-0.16-0.16","html-button-response-ca","Sometimes people are too busy or preocuppied to be as good a friend as they'd like","You ask a friend for help with something important but they say they are too busy",0,"external_global",1936947,4526,3,207,FALSE,1,16,"control",2026913,1619894,1827120,64,30,"yes","friends","reaching out","You ask a friend for help with something important but they say they are too busy",0,1,0,0,1,0
"1898","subCA1_30",73,"positive","0.0-20.0-0.17-0.17","html-button-response-ca","Recently, I've been performing well in my job","You receive an excellent performance evaluation from your boss",0,"internal_specific",1941787,3335,1,208,FALSE,1,17,"control",2026913,1619894,1827120,64,30,"no","formal assessment (job)","semi-social","You receive an excellent performance evaluation from your boss",1,0,0,1,0,0
"1899","subCA1_30",75,"negative","0.0-20.0-0.18-0.18","html-button-response-ca","It is not uncommon for people to say unintendedly hurtful things to their friends","A friend tells you that you are being difficult",0,"external_global",1947515,4223,1,209,FALSE,1,18,"control",2026913,1619894,1827120,64,30,"yes","friends","personal qualities","A friend tells you that you are being difficult",0,1,0,0,1,0
"1900","subCA1_30",76,"negative","0.0-20.0-0.19-0.19","html-button-response-ca","I haven't been making as much effort at work as I could have recently","You find out that colleague has scored you poorly on a a performance evaluation",0,"internal_specific",1955371,6351,0,210,FALSE,1,19,"control",2026913,1619894,1827120,64,30,"no","formal assessment (job)","semi-social","You find out that colleague has scored you poorly on a a performance evaluation",1,0,0,1,0,0
"1901","subCA1_30",25,"negative","0.0-20.0-0.2-0.2","html-button-response-ca","At the time, I probably wasn't concentrating enough on what I was doing","You start doing the washing up but drop and smash a plate",0,"internal_specific",1847685,5510,2,192,FALSE,1,2,"control",2026913,1619894,1827120,64,30,"no","general functioning (everyday life: easier task)","self-care","You start doing the washing up but drop and smash a plate",1,0,0,1,0,0
"1902","subCA1_30",77,"positive","0.0-20.0-0.20-0.20","html-button-response-ca","I made a special effort to prepare for this particular test","You find out you passed a difficult test for a professional qualification you wanted",0,"internal_specific",1961361,4487,1,211,FALSE,1,20,"control",2026913,1619894,1827120,64,30,"no","formal assessment (academic)","non-social","You find out you passed a difficult test for a professional qualification you wanted",1,0,0,1,0,0
"1903","subCA1_30",78,"positive","0.0-20.0-0.21-0.21","html-button-response-ca","Recently, I have spent a lot of time with this particular person","A friend tells you you are a good friend to them",0,"internal_specific",1965858,2992,3,212,FALSE,1,21,"control",2026913,1619894,1827120,64,30,"yes","friends","personal qualities","A friend tells you you are a good friend to them",1,0,0,1,0,0
"1904","subCA1_30",83,"negative","0.0-20.0-0.22-0.22","html-button-response-ca","Other people aren't always very good at recognising each others' contributions","You aren't nominated for an award recognizing contribution to workplace culture",0,"external_global",1970330,2966,1,213,FALSE,1,22,"control",2026913,1619894,1827120,64,30,"yes","colleagues","personal qualities","You aren't nominated for an award recognizing contribution to workplace culture",0,1,0,0,1,0
"1905","subCA1_30",84,"positive","0.0-20.0-0.23-0.23","html-button-response-ca","Recently, I have probably helped this colleage out with something private","Someone from work tells you they consider you trustworthy",0,"internal_specific",1977066,5229,3,214,FALSE,1,23,"control",2026913,1619894,1827120,64,30,"yes","colleagues","personal qualities","Someone from work tells you they consider you trustworthy",1,0,0,1,0,0
"1906","subCA1_30",97,"negative","0.0-20.0-0.24-0.24","html-button-response-ca","Everyone has times in life when things get in the way of work","You find yourself struggling to meet your targets at work",0,"external_global",1983210,4638,2,215,FALSE,1,24,"control",2026913,1619894,1827120,64,30,"no","general performance (job)","non-social","You find yourself struggling to meet your targets at work",0,1,0,0,1,0
"1907","subCA1_30",100,"negative","0.0-20.0-0.25-0.25","html-button-response-ca","This person is probably not able to respond right now (e.g., they are unwell or away)","Someone you care deeply about is not responding to your calls and messages",0,"external_specific",1989258,4542,2,216,FALSE,1,25,"control",2026913,1619894,1827120,64,30,"yes","close relationship","reaching out","Someone you care deeply about is not responding to your calls and messages",0,0,0,0,0,1
"1908","subCA1_30",102,"positive","0.0-20.0-0.26-0.26","html-button-response-ca","On this particular occasion, I had something important to say","A letter you have written to the newspaper is selected to be published",0,"internal_specific",1995921,5158,3,217,FALSE,1,26,"control",2026913,1619894,1827120,64,30,"no","formal assessment (academic)","non-social","A letter you have written to the newspaper is selected to be published",1,0,0,1,0,0
"1909","subCA1_30",108,"negative","0.0-20.0-0.27-0.27","html-button-response-ca","Deep down, people I consider my friends don't actually like me","You find out a friend is having a party but hasn't invited you",0,"internal_global",2004257,6830,2,218,FALSE,1,27,"control",2026913,1619894,1827120,64,30,"yes","friends","reaching out","You find out a friend is having a party but hasn't invited you",1,1,1,0,0,0
"1910","subCA1_30",110,"positive","0.0-20.0-0.28-0.28","html-button-response-ca","On this occasion, they are probably just being kind to me","Someone you are close to tells you they wish they were more like you",0,"external_specific",2011201,5438,1,219,FALSE,1,28,"control",2026913,1619894,1827120,64,30,"yes","close relationship","personal qualities","Someone you are close to tells you they wish they were more like you",0,0,0,0,0,1
"1911","subCA1_30",115,"positive","0.0-20.0-0.29-0.29","html-button-response-ca","Recently, I have made an effort to spend time with this person","A friend tells you you are a good person",0,"internal_specific",2015167,2463,1,220,FALSE,1,29,"control",2026913,1619894,1827120,64,30,"yes","friends","personal qualities","A friend tells you you are a good person",1,0,0,1,0,0
"1912","subCA1_30",28,"positive","0.0-20.0-0.3-0.3","html-button-response-ca","On this occasion, I made some good points","You speak during a neighbourhood association meeting and receive applause",0,"internal_specific",1853429,4239,0,193,FALSE,1,3,"control",2026913,1619894,1827120,64,30,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a neighbourhood association meeting and receive applause",1,0,0,1,0,0
"1913","subCA1_30",120,"positive","0.0-20.0-0.30-0.30","html-button-response-ca","I probably did the same in the past for this particular friend","A friend calls you up out of the blue to see how you are",0,"internal_specific",2021685,5008,0,221,FALSE,1,30,"control",2026913,1619894,1827120,64,30,"yes","friends","reaching out","A friend calls you up out of the blue to see how you are",1,0,0,1,0,0
"1914","subCA1_30",125,"negative","0.0-20.0-0.31-0.31","html-button-response-ca","I probably didn't spend enough time studying for the test","You find out that you didn't pass a test you took that counts towards a professional exam",0,"internal_specific",2026913,3722,2,222,FALSE,1,31,"control",2026913,1619894,1827120,64,30,"no","formal assessment (academic)","non-social","You find out that you didn't pass a test you took that counts towards a professional exam",1,0,0,1,0,0
"1915","subCA1_30",29,"positive","0.0-20.0-0.4-0.4","html-button-response-ca","I seem to click well with this particular person","A colleague tells you they like your company",0,"internal_specific",1859460,4527,2,194,FALSE,1,4,"control",2026913,1619894,1827120,64,30,"yes","colleagues","personal qualities","A colleague tells you they like your company",1,0,0,1,0,0
"1916","subCA1_30",31,"positive","0.0-20.0-0.5-0.5","html-button-response-ca","It's not uncommon for people to say nice things to people close to them","Someone you are close to tells you that they admire you",0,"external_global",1864645,3679,3,195,FALSE,1,5,"control",2026913,1619894,1827120,64,30,"yes","close relationship","personal qualities","Someone you are close to tells you that they admire you",0,1,0,0,1,0
"1917","subCA1_30",35,"positive","0.0-20.0-0.6-0.6","html-button-response-ca","This particular puzzle was probably quite easy","You complete today's crossword easily",0,"external_specific",1868436,2286,3,196,FALSE,1,6,"control",2026913,1619894,1827120,64,30,"no","general performance (academic)","non-social","You complete today's crossword easily",0,0,0,0,0,1
"1918","subCA1_30",37,"negative","0.0-20.0-0.7-0.7","html-button-response-ca","This problem was too complicated to work out without writing everything out","You struggle to work out what everyone needs to pay when booking a work activity",0,"external_specific",1875724,5778,3,197,FALSE,1,7,"control",2026913,1619894,1827120,64,30,"no","formal assessment (academic)","semi-social","You struggle to work out what everyone needs to pay when booking a work activity",0,0,0,0,0,1
"1919","subCA1_30",44,"negative","0.0-20.0-0.8-0.8","html-button-response-ca","I haven't shown any interest in work events recently","You discover that you haven't been invited to an after-work social event",0,"internal_specific",1881780,4550,3,198,FALSE,1,8,"control",2026913,1619894,1827120,64,30,"yes","colleagues","reaching out","You discover that you haven't been invited to an after-work social event",1,0,0,1,0,0
"1920","subCA1_30",45,"negative","0.0-20.0-0.9-0.9","html-button-response-ca","On this occasion, I didn't explain myself very well","You present your work to the rest of your evening class but it doesn't receive much positive feedback",0,"internal_specific",1887108,3823,1,199,FALSE,1,9,"control",2026913,1619894,1827120,64,30,"yes","contemporaries (not known well)","feedback/responsibility","You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,0,0,1,0,0
"1921","subCA1_31",0,"negative","0.0-2.0-0.0-0.0","html-button-response-ca","My friend was probably just in a bad mood and letting off steam","You find out that someone you consider a friend has talked about you negatively behind your back",0,"external_specific",200803,31720,3,3,FALSE,0,0,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","friends","personal qualities","You find out that someone you consider a friend has talked about you negatively behind your back",0,0,0,0,0,1
"1922","subCA1_31",1,"positive","0.0-2.0-0.1-0.1","html-button-response-ca","This person is probably trying to make a good impression for some reason","Someone from work invites you out for a cup of coffee",0,"external_specific",228984,26659,0,4,FALSE,0,1,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","colleagues","reaching out","Someone from work invites you out for a cup of coffee",0,0,0,0,0,1
"1923","subCA1_31",18,"negative","0.0-2.0-0.10-0.10","html-button-response-ca","Just now, there are probably more important things going on","You didn't get the amount of work done you needed to",0,"external_specific",404276,12445,0,13,FALSE,0,10,"control",2970270,2566476.4000001,2969899.20000029,64,31,"no","general performance (job)","non-social","You didn't get the amount of work done you needed to",0,0,0,0,0,1
"1924","subCA1_31",22,"negative","0.0-2.0-0.11-0.11","html-button-response-ca","I haven't really made an effort to talk to my colleagues recently","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,"internal_specific",425335,19538,2,14,FALSE,0,11,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","colleagues","reaching out","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",1,0,0,1,0,0
"1925","subCA1_31",24,"positive","0.0-2.0-0.12-0.12","html-button-response-ca","I'm funny","A friend tells you you make them laugh",0,"internal_global",443166,16316,3,15,FALSE,0,12,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","friends","personal qualities","A friend tells you you make them laugh",1,1,1,0,0,0
"1926","subCA1_31",32,"positive","0.0-2.0-0.13-0.13","html-button-response-ca","I'm the kind of friend people value","A friend tells you speaking with you always makes them feel better",0,"internal_global",472656,27976,0,16,FALSE,0,13,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","friends","personal qualities","A friend tells you speaking with you always makes them feel better",1,1,1,0,0,0
"1927","subCA1_31",39,"positive","0.0-2.0-0.14-0.14","html-button-response-ca","They probably just put forward the person who has been here the longest","You find out that you have been put forward for a leadership position at work",0,"external_specific",501744,27574,0,17,FALSE,0,14,"control",2970270,2566476.4000001,2969899.20000029,64,31,"no","formal assessment (job)","non-social","You find out that you have been put forward for a leadership position at work",0,0,0,0,0,1
"1928","subCA1_31",41,"negative","0.0-2.0-0.15-0.15","html-button-response-ca","Application systems are generally complicated and things can get lost","You submited an application to join a local community forum but haven't heard anything back",0,"external_global",516898,13645,3,18,FALSE,0,15,"control",2970270,2566476.4000001,2969899.20000029,64,31,"no","general functioning (everyday life: easier task)","getting along (semi-social)","You submited an application to join a local community forum but haven't heard anything back",0,1,0,0,1,0
"1929","subCA1_31",43,"positive","0.0-2.0-0.16-0.16","html-button-response-ca","I'm a good friend and people appreciate that","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,"internal_global",594814,12493,3,20,FALSE,0,16,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","close relationship","reaching out","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",1,1,1,0,0,0
"1930","subCA1_31",54,"positive","0.0-2.0-0.17-0.17","html-button-response-ca","On this particular occasion, I did a good job","You find out someone has contacted your employer to praise work you did for them",0,"internal_specific",611376,15040,1,21,FALSE,0,17,"control",2970270,2566476.4000001,2969899.20000029,64,31,"no","general performance (job)","semi-social","You find out someone has contacted your employer to praise work you did for them",1,0,0,1,0,0
"1931","subCA1_31",62,"positive","0.0-2.0-0.18-0.18","html-button-response-ca","The test material was probably quite easy","You successfully practice saying some phrases of a new language you are trying to learn",0,"external_specific",629592,16701,3,22,FALSE,0,18,"control",2970270,2566476.4000001,2969899.20000029,64,31,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",0,0,0,0,0,1
"1932","subCA1_31",68,"positive","0.0-2.0-0.19-0.19","html-button-response-ca","I'm a trustworthy person","Someone you are close to tells you they trust you",0,"internal_global",646562,15440,1,23,FALSE,0,19,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",1,1,1,0,0,0
"1933","subCA1_31",2,"negative","0.0-2.0-0.2-0.2","html-button-response-ca","My friend is probably just too busy to respond right now","You message your friend to ask for advice but they don't reply",0,"external_specific",240923,10406,1,5,FALSE,0,2,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",0,0,0,0,0,1
"1934","subCA1_31",72,"negative","0.0-2.0-0.20-0.20","html-button-response-ca","People are often not interested in what other people have to say at meetings","You speak during a community meeting but feel like people aren't interested in what you have to say",0,"external_global",666708,18626,3,24,FALSE,0,20,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",0,1,0,0,1,0
"1935","subCA1_31",74,"negative","0.0-2.0-0.21-0.21","html-button-response-ca","There are often more important things to think about than chores","You washed your clothes on the wrong setting and the colours have run",0,"external_global",687299,19078,1,25,FALSE,0,21,"control",2970270,2566476.4000001,2969899.20000029,64,31,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",0,1,0,0,1,0
"1936","subCA1_31",79,"negative","0.0-2.0-0.22-0.22","html-button-response-ca","People often miss other people waving at them in the street","You see a very close friend and wave at them but they don't wave back",0,"external_global",707344,18538,3,26,FALSE,0,22,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",0,1,0,0,1,0
"1937","subCA1_31",93,"positive","0.0-2.0-0.23-0.23","html-button-response-ca","I'm skilled at what I do","A colleague comments on the high quality of your recent work",0,"internal_global",728418,19548,2,27,FALSE,0,23,"control",2970270,2566476.4000001,2969899.20000029,64,31,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",1,1,1,0,0,0
"1938","subCA1_31",99,"negative","0.0-2.0-0.24-0.24","html-button-response-ca","People don't want to be represented by someone like me","You want to be nominated for a role in your local community group but no one suggests you",0,"internal_global",742522,12604,2,28,FALSE,0,24,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",1,1,1,0,0,0
"1939","subCA1_31",101,"positive","0.0-2.0-0.25-0.25","html-button-response-ca","I'm the sort of person people like to have on their team","Someone from work tells you they would like to be on your team for a work social event",0,"internal_global",764413,20371,2,29,FALSE,0,25,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",1,1,1,0,0,0
"1940","subCA1_31",104,"positive","0.0-2.0-0.26-0.26","html-button-response-ca","It's not uncommon for people to do nice things for their friends","Someone you care about takes time out of their busy day to check in on you ",0,"external_global",784318,18376,2,30,FALSE,0,26,"control",2970270,2566476.4000001,2969899.20000029,64,31,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",0,1,0,0,1,0
