"","uid","itemNo","valence","chosen_attr_type","internal_node_id","rt","trial_type","nTimeouts","time_elapsed","chosen_attr","timedout","trial_index","response","stimulus","taskNo","trialNo","condition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","interpersonal","category","subcategory","event","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"245","subCA2_4",108,"negative","external_global","0.0-20.0-0.27-0.27",11753,"html-button-response-ca",0,3381442,"People often accidentally miss people off invite lists",FALSE,214,0,"You find out a friend is having a party but hasn't invited you",1,27,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","friends","reaching out","You find out a friend is having a party but hasn't invited you",0,1,0,0,1,0
"246","subCA2_4",110,"positive","external_global","0.0-20.0-0.28-0.28",14755,"html-button-response-ca",0,3397713,"Most people say kind things to their friends from time to time",FALSE,215,1,"Someone you are close to tells you they wish they were more like you",1,28,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","close relationship","personal qualities","Someone you are close to tells you they wish they were more like you",0,1,0,0,1,0
"247","subCA2_4",115,"positive","external_global","0.0-20.0-0.29-0.29",5885,"html-button-response-ca",0,3405101,"People generally compliment their friends from time to time",FALSE,216,3,"A friend tells you you are a good person",1,29,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","friends","personal qualities","A friend tells you you are a good person",0,1,0,0,1,0
"248","subCA2_4",28,"positive","external_global","0.0-20.0-0.3-0.3",7680,"html-button-response-ca",0,3088894,"People tend to be polite in these kinds of situations",FALSE,189,3,"You speak during a neighbourhood association meeting and receive applause",1,3,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a neighbourhood association meeting and receive applause",0,1,0,0,1,0
"249","subCA2_4",120,"positive","external_global","0.0-20.0-0.30-0.30",5755,"html-button-response-ca",0,3412361,"People generally reach out to their friends from time to time",FALSE,217,3,"A friend calls you up out of the blue to see how you are",1,30,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","friends","reaching out","A friend calls you up out of the blue to see how you are",0,1,0,0,1,0
"250","subCA2_4",125,"negative","internal_specific","0.0-20.0-0.31-0.31",9196,"html-button-response-ca",0,3423062,"I probably didn't spend enough time studying for the test",FALSE,218,0,"You find out that you didn't pass a test you took that counts towards a professional exam",1,31,"control",3423063,3994017.4000001,4260011.4000001,64,4,"no","formal assessment (academic)","non-social","You find out that you didn't pass a test you took that counts towards a professional exam",1,0,0,1,0,0
"251","subCA2_4",29,"positive","internal_specific","0.0-20.0-0.4-0.4",6684,"html-button-response-ca",0,3097082,"I seem to click well with this particular person",FALSE,190,1,"A colleague tells you they like your company",1,4,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","colleagues","personal qualities","A colleague tells you they like your company",1,0,0,1,0,0
"252","subCA2_4",31,"positive","external_global","0.0-20.0-0.5-0.5",6892,"html-button-response-ca",0,3105491,"It's not uncommon for people to say nice things to people close to them",FALSE,191,1,"Someone you are close to tells you that they admire you",1,5,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","close relationship","personal qualities","Someone you are close to tells you that they admire you",0,1,0,0,1,0
"253","subCA2_4",35,"positive","internal_specific","0.0-20.0-0.6-0.6",9404,"html-button-response-ca",0,3116411,"I'm generally OK at this kind of puzzle",FALSE,192,0,"You complete today's crossword easily",1,6,"control",3423063,3994017.4000001,4260011.4000001,64,4,"no","general performance (academic)","non-social","You complete today's crossword easily",1,0,0,1,0,0
"254","subCA2_4",37,"negative","external_specific","0.0-20.0-0.7-0.7",13600,"html-button-response-ca",0,3131516,"This problem was too complicated to work out without writing everything out",FALSE,193,3,"You struggle to work out what everyone needs to pay when booking a work activity",1,7,"control",3423063,3994017.4000001,4260011.4000001,64,4,"no","formal assessment (academic)","semi-social","You struggle to work out what everyone needs to pay when booking a work activity",0,0,0,0,0,1
"255","subCA2_4",44,"negative","internal_specific","0.0-20.0-0.8-0.8",24471,"html-button-response-ca",0,3157497,"I haven't shown any interest in work events recently",FALSE,194,3,"You discover that you haven't been invited to an after-work social event",1,8,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","colleagues","reaching out","You discover that you haven't been invited to an after-work social event",1,0,0,1,0,0
"256","subCA2_4",45,"negative","internal_specific","0.0-20.0-0.9-0.9",13906,"html-button-response-ca",0,3172920,"On this occasion, I didn't explain myself very well",FALSE,195,1,"You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,9,"control",3423063,3994017.4000001,4260011.4000001,64,4,"yes","contemporaries (not known well)","feedback/responsibility","You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,0,0,1,0,0
"257","subCA2_5",0,"negative","internal_specific","0.0-2.0-0.0-0.0",12123,"html-button-response-ca",0,263671,"I probably did something recently to annoy them",FALSE,3,1,"You find out that someone you consider a friend has talked about you negatively behind your back",0,0,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","personal qualities","You find out that someone you consider a friend has talked about you negatively behind your back",1,0,0,1,0,0
"258","subCA2_5",1,"positive","external_global","0.0-2.0-0.1-0.1",9789,"html-button-response-ca",0,274990,"People at work generally reach out from time to time",FALSE,4,2,"Someone from work invites you out for a cup of coffee",0,1,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","reaching out","Someone from work invites you out for a cup of coffee",0,1,0,0,1,0
"259","subCA2_5",18,"negative","external_global","0.0-2.0-0.10-0.10",24133,"html-button-response-ca",0,392012,"There are always times when life gets in the way of work",FALSE,13,0,"You didn't get the amount of work done you needed to",0,10,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (job)","non-social","You didn't get the amount of work done you needed to",0,1,0,0,1,0
"260","subCA2_5",22,"negative","internal_specific","0.0-2.0-0.11-0.11",6583,"html-button-response-ca",0,400130,"I haven't really made an effort to talk to my colleagues recently",FALSE,14,2,"You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,11,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","reaching out","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",1,0,0,1,0,0
"261","subCA2_5",24,"positive","external_global","0.0-2.0-0.12-0.12",7182,"html-button-response-ca",0,408851,"People generally compliment their friends from time to time",FALSE,15,1,"A friend tells you you make them laugh",0,12,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","personal qualities","A friend tells you you make them laugh",0,1,0,0,1,0
"262","subCA2_5",32,"positive","internal_specific","0.0-2.0-0.13-0.13",9231,"html-button-response-ca",0,419616,"Recently, I have been making an effort to talk with this particular friend",FALSE,16,3,"A friend tells you speaking with you always makes them feel better",0,13,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","personal qualities","A friend tells you speaking with you always makes them feel better",1,0,0,1,0,0
"263","subCA2_5",39,"positive","internal_specific","0.0-2.0-0.14-0.14",6791,"html-button-response-ca",0,427944,"Recently, I've been performing well in my job",FALSE,17,0,"You find out that you have been put forward for a leadership position at work",0,14,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (job)","non-social","You find out that you have been put forward for a leadership position at work",1,0,0,1,0,0
"264","subCA2_5",41,"negative","internal_global","0.0-2.0-0.15-0.15",6616,"html-button-response-ca",0,436085,"Something about me puts people off",FALSE,18,2,"You submitted an application to join a local community forum but haven't heard anything back",0,15,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general functioning (everyday life: easier task)","getting along (semi-social)","You submited an application to join a local community forum but haven't heard anything back",1,1,1,0,0,0
"265","subCA2_5",43,"positive","internal_specific","0.0-2.0-0.16-0.16",18509,"html-button-response-ca",0,470688,"Recently, I have made an effort to be there for this particular friend",FALSE,20,1,"Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,16,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","reaching out","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",1,0,0,1,0,0
"266","subCA2_5",54,"positive","internal_specific","0.0-2.0-0.17-0.17",16904,"html-button-response-ca",0,489135,"On this particular occasion, I did a good job",FALSE,21,2,"You find out someone has contacted your employer to praise work you did for them",0,17,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (job)","semi-social","You find out someone has contacted your employer to praise work you did for them",1,0,0,1,0,0
"267","subCA2_5",62,"positive","external_specific","0.0-2.0-0.18-0.18",14939,"html-button-response-ca",0,505606,"The test material was probably quite easy",FALSE,22,1,"You successfully practice saying some phrases of a new language you are trying to learn",0,18,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",0,0,0,0,0,1
"268","subCA2_5",68,"positive","internal_global","0.0-2.0-0.19-0.19",10869,"html-button-response-ca",0,518011,"I'm a trustworthy person",FALSE,23,1,"Someone you are close to tells you they trust you",0,19,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",1,1,1,0,0,0
"269","subCA2_5",2,"negative","internal_specific","0.0-2.0-0.2-0.2",6885,"html-button-response-ca",0,283402,"I probably haven't been responsive enough to their recent messages",FALSE,5,2,"You message your friend to ask for advice but they don't reply",0,2,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",1,0,0,1,0,0
"270","subCA2_5",72,"negative","external_specific","0.0-2.0-0.20-0.20",16821,"html-button-response-ca",0,536370,"It was probably something to do with the timing of that speech (e.g., it was nearing the end of the evening)",FALSE,24,2,"You speak during a community meeting but feel like people aren't interested in what you have to say",0,20,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",0,0,0,0,0,1
"271","subCA2_5",74,"negative","internal_global","0.0-2.0-0.21-0.21",41631,"html-button-response-ca",0,579536,"I mess everything up, even simple things",FALSE,25,2,"You washed your clothes on the wrong setting and the colours have run",0,21,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",1,1,1,0,0,0
"272","subCA2_5",79,"negative","internal_specific","0.0-2.0-0.22-0.22",30135,"html-button-response-ca",0,611205,"On this occasion, I didn't do enough to show them I wanted to say hello",FALSE,26,1,"You see a very close friend and wave at them but they don't wave back",0,22,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",1,0,0,1,0,0
"273","subCA2_5",93,"positive","external_global","0.0-2.0-0.23-0.23",2846,"html-button-response-ca",0,615575,"Colleagues tend to be polite to their coworkers",FALSE,27,0,"A colleague comments on the high quality of your recent work",0,23,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",0,1,0,0,1,0
"274","subCA2_5",99,"negative","internal_specific","0.0-2.0-0.24-0.24",9848,"html-button-response-ca",0,626949,"Recently, I haven't been involved much in community events",FALSE,28,2,"You want to be nominated for a role in your local community group but no one suggests you",0,24,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",1,0,0,1,0,0
"275","subCA2_5",101,"positive","internal_global","0.0-2.0-0.25-0.25",32440,"html-button-response-ca",0,660932,"I'm the sort of person people like to have on their team",FALSE,29,1,"Someone from work tells you they would like to be on your team for a work social event",0,25,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",1,1,1,0,0,0
"276","subCA2_5",104,"positive","internal_global","0.0-2.0-0.26-0.26",15565,"html-button-response-ca",0,678035,"People I'm close to have a lot of time for me",FALSE,30,0,"Someone you care about takes time out of their busy day to check in on you ",0,26,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",1,1,1,0,0,0
"277","subCA2_5",105,"negative","internal_global","0.0-2.0-0.27-0.27",10919,"html-button-response-ca",0,690483,"I tend to mess everything up",FALSE,31,3,"You forget you have put dinner in the oven and it burns",0,27,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general functioning (everyday life: easier task)","self-care","You forget you put dinner in the oven and it burns",1,1,1,0,0,0
"278","subCA2_5",112,"negative","internal_specific","0.0-2.0-0.28-0.28",33828,"html-button-response-ca",0,725849,"I was probably slightly off-hand with this colleague at some point",FALSE,32,0,"You overhear a colleague telling someone else they don't like you",0,28,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","personal qualities","You overhear a colleague telling someone else they don't like you",1,0,0,1,0,0
"279","subCA2_5",113,"positive","internal_global","0.0-2.0-0.29-0.29",49780,"html-button-response-ca",0,777167,"I'm the sort of person who's opinion people value",FALSE,33,3,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,29,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","personal qualities","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",1,1,1,0,0,0
"280","subCA2_5",3,"negative","internal_global","0.0-2.0-0.3-0.3",7102,"html-button-response-ca",0,292041,"I'm hopeless at remembering things",FALSE,6,1,"You return from the shops without something important from your shopping list",0,3,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general functioning (everyday life: harder task)","life activities","You return from the shops without something important from your shopping list",1,1,1,0,0,0
"281","subCA2_5",116,"positive","internal_global","0.0-2.0-0.30-0.30",13096,"html-button-response-ca",0,791793,"I'm good at my job",FALSE,34,2,"You find out a colleague has nominated you for a performance award at work",0,30,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (job)","semi-social","You find out a colleague has nominated you for a performance award at work",1,1,1,0,0,0
"282","subCA2_5",127,"positive","external_specific","0.0-2.0-0.31-0.31",24712,"html-button-response-ca",0,817741,"This particular class are kind",FALSE,35,0,"You present your work during your evening class and get lots of praise from your classmates",0,31,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","contemporaries (not known well)","feedback/responsibility","You present your work during your evening class and get lots of praise from your classmates",0,0,0,0,0,1
"283","subCA2_5",5,"negative","internal_global","0.0-2.0-0.4-0.4",6340,"html-button-response-ca",0,299937,"I can't get on with other people",FALSE,7,1,"You'd like to be more engaged in your local community",0,4,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general functioning (everyday life: harder task)","getting along (semi-social)","You'd like to be more engaged in your local community",1,1,1,0,0,0
"284","subCA2_5",7,"negative","external_global","0.0-2.0-0.5-0.5",17988,"html-button-response-ca",0,319451,"People generally go with the most popular suggestions, regardless of quality",FALSE,8,1,"Your suggestion for a community social event receives the lowest number of votes",0,5,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","contemporaries (not known well)","feedback/responsibility","Your suggestion for a community social event receives the lowest number of votes",0,1,0,0,1,0
"285","subCA2_5",8,"positive","internal_specific","0.0-2.0-0.6-0.6",8406,"html-button-response-ca",0,329390,"Recently, I did well on a particular piece of work",FALSE,9,2,"You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",0,6,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (job)","non-social","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",1,0,0,1,0,0
"286","subCA2_5",13,"negative","internal_global","0.0-2.0-0.7-0.7",14970,"html-button-response-ca",0,345892,"People I feel close to don't actually like me",FALSE,10,0,"Someone you feel very close to is having a birthday dinner but hasn't invited you",0,7,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","reaching out","Someone you feel very close to is having a birthday dinner but hasn't invited you",1,1,1,0,0,0
"287","subCA2_5",15,"positive","internal_specific","0.0-2.0-0.8-0.8",7549,"html-button-response-ca",0,354979,"Recently, I've been performing well at work",FALSE,11,1,"You find out that your manager wants to put you forward for promotion at work",0,8,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (job)","non-social","You find out that your manager wants to put you forward for promotion at work",1,0,0,1,0,0
"288","subCA2_5",17,"negative","external_global","0.0-2.0-0.9-0.9",9827,"html-button-response-ca",0,366345,"Everyone pretends not to see people they know sometimes",FALSE,12,3,"You smile at someone across the street you recognise, but they don't smile back",0,9,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","contemporaries (not known well)","reaching out","You smile at someone across the street you recognise, but they don't smile back",0,1,0,0,1,0
"289","subCA2_5",11,"positive","external_global","0.0-20.0-0.0-0.0",5377,"html-button-response-ca",0,2310482,"Work quizzes are usually not that hard",FALSE,192,1,"You take part in a quiz at work and get lots of answers right, so your team wins",1,0,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (academic)","semi-social","You take part in a quiz at work and get lots of answers right, so your team wins",0,1,0,0,1,0
"290","subCA2_5",21,"positive","internal_specific","0.0-20.0-0.1-0.1",4413,"html-button-response-ca",0,2316426,"I can usually get my head around straightforward problems",FALSE,193,0,"Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,1,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (academic)","semi-social","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,0,0,1,0,0
"291","subCA2_5",47,"negative","external_specific","0.0-20.0-0.10-0.10",10795,"html-button-response-ca",0,2380409,"This particular person probably doesn't have a similar sense of humour to me",FALSE,202,0,"Someone you are close to tells you you are not funny",1,10,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","personal qualities","Someone you are close to tells you you are not funny",0,0,0,0,0,1
"292","subCA2_5",53,"positive","external_specific","0.0-20.0-0.11-0.11",4494,"html-button-response-ca",0,2386446,"This particular colleage probably wants to ask me a favour in the near future",FALSE,203,2,"Someone you work with tells you they trust your judgement",1,11,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","personal qualities","Someone you work with tells you they trust your judgement",0,0,0,0,0,1
"293","subCA2_5",55,"negative","internal_global","0.0-20.0-0.12-0.12",3920,"html-button-response-ca",0,2391891,"I'm not cared about enough to keep secrets for",FALSE,204,0,"Someone you care about deeply has disclosed something you told them in confidence to someone else",1,12,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","reaching out","Someone you care about deeply has disclosed something you told them in confidence to someone else",1,1,1,0,0,0
"294","subCA2_5",56,"positive","internal_specific","0.0-20.0-0.13-0.13",4290,"html-button-response-ca",0,2397718,"I have recently been helping this particular person work through something",FALSE,205,3,"Someone you are close to tells you they consider you a role model",1,13,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","personal qualities","Someone you are close to tells you they consider you a role model",1,0,0,1,0,0
"295","subCA2_5",59,"negative","internal_specific","0.0-20.0-0.14-0.14",24090,"html-button-response-ca",0,2423355,"I have probably been unkind to this person in some way",FALSE,206,1,"You overhear someone at work talking about you behind your back",1,14,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","personal qualities","You overhear someone at work talking about you behind your back",1,0,0,1,0,0
"296","subCA2_5",61,"negative","external_specific","0.0-20.0-0.15-0.15",3495,"html-button-response-ca",0,2428381,"My presentation was probably at a difficult time (e.g., just before lunch)",FALSE,207,1,"You give a presentation at work and it seems like no one is paying attention",1,15,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (job)","semi-social","You give a presentation at work and it seems like no one is paying attention",0,0,0,0,0,1
"297","subCA2_5",67,"negative","external_global","0.0-20.0-0.16-0.16",4482,"html-button-response-ca",0,2435333,"Sometimes people are too busy or preocuppied to be as good a friend as they'd like",FALSE,209,3,"You ask a friend for help with something important but they say they are too busy",1,16,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","reaching out","You ask a friend for help with something important but they say they are too busy",0,1,0,0,1,0
"298","subCA2_5",73,"positive","internal_specific","0.0-20.0-0.17-0.17",3998,"html-button-response-ca",0,2440869,"Recently, I've been performing well in my job",FALSE,210,3,"You receive an excellent performance evaluation from your boss",1,17,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (job)","semi-social","You receive an excellent performance evaluation from your boss",1,0,0,1,0,0
"299","subCA2_5",75,"negative","external_global","0.0-20.0-0.18-0.18",4842,"html-button-response-ca",0,2447269,"It is not uncommon for people to say unintendedly hurtful things to their friends",FALSE,211,2,"A friend tells you that you are being difficult",1,18,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","personal qualities","A friend tells you that you are being difficult",0,1,0,0,1,0
"300","subCA2_5",76,"negative","internal_specific","0.0-20.0-0.19-0.19",5222,"html-button-response-ca",0,2454033,"I haven't been making as much effort at work as I could have recently",FALSE,212,3,"You find out that colleague has scored you poorly on a a performance evaluation",1,19,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (job)","semi-social","You find out that colleague has scored you poorly on a a performance evaluation",1,0,0,1,0,0
"301","subCA2_5",25,"negative","internal_global","0.0-20.0-0.2-0.2",3035,"html-button-response-ca",0,2321004,"I'm clumsy and careless",FALSE,194,1,"You start doing the washing up but drop and smash a plate",1,2,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general functioning (everyday life: easier task)","self-care","You start doing the washing up but drop and smash a plate",1,1,1,0,0,0
"302","subCA2_5",77,"positive","internal_specific","0.0-20.0-0.20-0.20",3460,"html-button-response-ca",0,2459020,"I made a special effort to prepare for this particular test",FALSE,213,1,"You find out you passed a difficult test for a professional qualification you wanted",1,20,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (academic)","non-social","You find out you passed a difficult test for a professional qualification you wanted",1,0,0,1,0,0
"303","subCA2_5",78,"positive","external_global","0.0-20.0-0.21-0.21",14730,"html-button-response-ca",0,2475300,"People tend to say nice things to their friends from time to time",FALSE,214,1,"A friend tells you you are a good friend to them",1,21,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","personal qualities","A friend tells you you are a good friend to them",0,1,0,0,1,0
"304","subCA2_5",83,"negative","external_global","0.0-20.0-0.22-0.22",4338,"html-button-response-ca",0,2481168,"Other people aren't always very good at recognising each others' contributions",FALSE,215,0,"You aren't nominated for an award recognizing contribution to workplace culture",1,22,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","personal qualities","You aren't nominated for an award recognizing contribution to workplace culture",0,1,0,0,1,0
"305","subCA2_5",84,"positive","internal_specific","0.0-20.0-0.23-0.23",4568,"html-button-response-ca",0,2487278,"Recently, I have probably helped this colleage out with something private",FALSE,216,3,"Someone from work tells you they consider you trustworthy",1,23,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","personal qualities","Someone from work tells you they consider you trustworthy",1,0,0,1,0,0
"306","subCA2_5",97,"negative","external_global","0.0-20.0-0.24-0.24",2205,"html-button-response-ca",0,2490998,"Everyone has times in life when things get in the way of work",FALSE,217,1,"You find yourself struggling to meet your targets at work",1,24,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (job)","non-social","You find yourself struggling to meet your targets at work",0,1,0,0,1,0
"307","subCA2_5",100,"negative","external_specific","0.0-20.0-0.25-0.25",3020,"html-button-response-ca",0,2495531,"This person is probably not able to respond right now (e.g., they are unwell or away)",FALSE,218,2,"Someone you care deeply about is not responding to your calls and messages",1,25,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","reaching out","Someone you care deeply about is not responding to your calls and messages",0,0,0,0,0,1
"308","subCA2_5",102,"positive","external_specific","0.0-20.0-0.26-0.26",5326,"html-button-response-ca",0,2502373,"On this occasion, I was probably the only person to write in",FALSE,219,2,"A letter you have written to the newspaper is selected to be published",1,26,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (academic)","non-social","A letter you have written to the newspaper is selected to be published",0,0,0,0,0,1
"309","subCA2_5",108,"negative","internal_global","0.0-20.0-0.27-0.27",3618,"html-button-response-ca",0,2507531,"Deep down, people I consider my friends don't actually like me",FALSE,220,2,"You find out a friend is having a party but hasn't invited you",1,27,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","reaching out","You find out a friend is having a party but hasn't invited you",1,1,1,0,0,0
"310","subCA2_5",110,"positive","external_global","0.0-20.0-0.28-0.28",2818,"html-button-response-ca",0,2511877,"Most people say kind things to their friends from time to time",FALSE,221,3,"Someone you are close to tells you they wish they were more like you",1,28,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","personal qualities","Someone you are close to tells you they wish they were more like you",0,1,0,0,1,0
"311","subCA2_5",115,"positive","external_global","0.0-20.0-0.29-0.29",2141,"html-button-response-ca",0,2515534,"People generally compliment their friends from time to time",FALSE,222,2,"A friend tells you you are a good person",1,29,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","personal qualities","A friend tells you you are a good person",0,1,0,0,1,0
"312","subCA2_5",28,"positive","external_global","0.0-20.0-0.3-0.3",3644,"html-button-response-ca",0,2326175,"People tend to be polite in these kinds of situations",FALSE,195,0,"You speak during a neighbourhood association meeting and receive applause",1,3,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a neighbourhood association meeting and receive applause",0,1,0,0,1,0
"313","subCA2_5",120,"positive","internal_specific","0.0-20.0-0.30-0.30",8345,"html-button-response-ca",0,2525399,"I probably did the same in the past for this particular friend",FALSE,223,3,"A friend calls you up out of the blue to see how you are",1,30,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","friends","reaching out","A friend calls you up out of the blue to see how you are",1,0,0,1,0,0
"314","subCA2_5",125,"negative","external_global","0.0-20.0-0.31-0.31",2989,"html-button-response-ca",0,2529928,"Often tests are unecessarily hard",FALSE,224,3,"You find out that you didn't pass a test you took that counts towards a professional exam",1,31,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (academic)","non-social","You find out that you didn't pass a test you took that counts towards a professional exam",0,1,0,0,1,0
"315","subCA2_5",29,"positive","external_specific","0.0-20.0-0.4-0.4",2662,"html-button-response-ca",0,2330372,"This particular colleague probably wants me to do something for them",FALSE,196,1,"A colleague tells you they like your company",1,4,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","personal qualities","A colleague tells you they like your company",0,0,0,0,0,1
"316","subCA2_5",31,"positive","internal_specific","0.0-20.0-0.5-0.5",3493,"html-button-response-ca",0,2335387,"Recently I did something my friend is impressed by",FALSE,197,3,"Someone you are close to tells you that they admire you",1,5,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","close relationship","personal qualities","Someone you are close to tells you that they admire you",1,0,0,1,0,0
"317","subCA2_5",35,"positive","internal_global","0.0-20.0-0.6-0.6",9739,"html-button-response-ca",0,2346674,"I'm quick-witted",FALSE,198,1,"You complete today's crossword easily",1,6,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","general performance (academic)","non-social","You complete today's crossword easily",1,1,1,0,0,0
"318","subCA2_5",37,"negative","external_global","0.0-20.0-0.7-0.7",3708,"html-button-response-ca",0,2351918,"Some problems generally aren't worth the effort of working out in your head",FALSE,199,2,"You struggle to work out what everyone needs to pay when booking a work activity",1,7,"psychoed",2529931,2112944.2,2332790.7,64,5,"no","formal assessment (academic)","semi-social","You struggle to work out what everyone needs to pay when booking a work activity",0,1,0,0,1,0
"319","subCA2_5",44,"negative","external_specific","0.0-20.0-0.8-0.8",8538,"html-button-response-ca",0,2361983,"My colleagues probably thought I was too busy at the time",FALSE,200,0,"You discover that you haven't been invited to an after-work social event",1,8,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","colleagues","reaching out","You discover that you haven't been invited to an after-work social event",0,0,0,0,0,1
