"","uid","choice","trialReward1","trialEffortPropMax2","trialNo","trialEffort2","trialEffort1","trialEffortPropMax1","trialEndTime","pressCount","coinsRunningTotal","trialSuccess","effortTimeLimit","choiceRT","trialReward2","pressTimes","trialStartTime","condition","meanPressLag","studyStartTime","nTrials","ID","deltaReward","deltaEffort","effortChosen","effortUnchosen","deltaEffortSigned","higherEffChosen","highEffortOption","rewardChosen","rewardUnchosen","higherRewChosen","highRewardOption","taskNo","group","maxPressCount"
"2530","subRE1_29","route 2",7,0.2,32,11,52,0.95,1764378,11,60,1,10000,1814,3,"see raw data",1752688,"control",181.3,"15:43:18",88,29,4,0.75,0.2,0.95,-0.75,0,0.95,3,7,0,7,2,"control",55
"2531","subRE1_29","route 2",6,0.75,33,41,11,0.2,1810576,41,7,1,10000,2166,7,"see raw data",1794828,"control",163.5,"15:43:18",88,29,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"control",55
"2532","subRE1_29","route 2",6,0.75,33,41,11,0.2,939363,41,7,1,10000,2458,7,"see raw data",922927,"baseline",171.7317,"15:43:18",88,29,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"control",55
"2533","subRE1_29","route 2",4,0.55,34,30,19,0.35,1827035,31,12,1,10000,2958,5,"see raw data",1810576,"control",168.0333,"15:43:18",88,29,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,2,"control",55
"2534","subRE1_29","route 2",4,0.55,34,30,19,0.35,953616,30,12,1,10000,1500,5,"see raw data",939363,"baseline",191.7586,"15:43:18",88,29,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,1,"control",55
"2535","subRE1_29","route 1",4,0.95,35,52,30,0.55,1843285,31,16,1,10000,2709,5,"see raw data",1827035,"control",183.4,"15:43:18",88,29,1,0.4,0.55,0.95,-0.4,0,0.95,4,5,0,5,2,"control",55
"2536","subRE1_29","route 1",4,0.95,35,52,30,0.55,967755,30,16,1,10000,1977,5,"see raw data",953616,"baseline",172.4483,"15:43:18",88,29,1,0.4,0.55,0.95,-0.4,0,0.95,4,5,0,5,1,"control",55
"2537","subRE1_29","route 2",7,0.35,36,19,30,0.55,983900,20,20,1,10000,4768,4,"see raw data",967755,"baseline",182,"15:43:18",88,29,3,0.2,0.35,0.55,-0.2,0,0.55,4,7,0,7,1,"control",55
"2538","subRE1_29","route 1",7,0.35,36,19,30,0.55,1858404,30,23,1,10000,1289,4,"see raw data",1843285,"control",194.7241,"15:43:18",88,29,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,2,"control",55
"2539","subRE1_29","route 1",3,0.95,37,52,11,0.2,995689,11,23,1,10000,3042,7,"see raw data",983900,"baseline",155.2727,"15:43:18",88,29,4,0.75,0.2,0.95,-0.75,0,0.95,3,7,0,7,1,"control",55
"2540","subRE1_29","route 1",3,0.95,37,52,11,0.2,1869823,11,26,1,10000,1854,7,"see raw data",1858404,"control",164.7273,"15:43:18",88,29,4,0.75,0.2,0.95,-0.75,0,0.95,3,7,0,7,2,"control",55
"2541","subRE1_29","route 2",6,0.55,38,30,52,0.95,1885359,31,29,1,10000,2271,3,"see raw data",1869823,"control",165.9,"15:43:18",88,29,3,0.4,0.55,0.95,-0.4,0,0.95,3,6,0,6,2,"control",55
"2542","subRE1_29","route 2",6,0.55,38,30,52,0.95,1014398,30,26,1,10000,6149,3,"see raw data",995689,"baseline",185.3333,"15:43:18",88,29,3,0.4,0.55,0.95,-0.4,0,0.95,3,6,0,6,1,"control",55
"2543","subRE1_29","route 1",4,0.95,39,52,19,0.35,1027088,19,30,1,10000,2540,6,"see raw data",1014398,"baseline",176.5263,"15:43:18",88,29,2,0.6,0.35,0.95,-0.6,0,0.95,4,6,0,6,1,"control",55
"2544","subRE1_29","route 2",4,0.95,39,52,19,0.35,1903254,52,35,1,10000,1374,6,"see raw data",1885359,"control",167.5294,"15:43:18",88,29,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,2,"control",55
"2545","subRE1_29","route 1",6,0.2,40,11,41,0.75,1919732,41,41,1,10000,2144,4,"see raw data",1903254,"control",171.825,"15:43:18",88,29,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",55
"2546","subRE1_29","route 1",6,0.2,40,11,41,0.75,1044225,41,36,1,10000,2375,4,"see raw data",1027088,"baseline",193.2,"15:43:18",88,29,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",55
"2547","subRE1_29","route 2",4,0.95,41,52,41,0.75,1938608,52,47,1,10000,1933,6,"see raw data",1919732,"control",181.8654,"15:43:18",88,29,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,2,"control",55
"2548","subRE1_29","route 1",4,0.95,41,52,41,0.75,1061265,41,40,1,10000,2083,6,"see raw data",1044225,"baseline",199.375,"15:43:18",88,29,2,0.2,0.75,0.95,-0.2,0,0.95,4,6,0,6,1,"control",55
"2549","subRE1_29","route 2",5,0.55,42,30,11,0.2,1075744,30,47,1,10000,1854,7,"see raw data",1061265,"baseline",191.0345,"15:43:18",88,29,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,1,"control",55
"2550","subRE1_29","route 2",5,0.55,42,30,11,0.2,1952520,31,54,1,10000,1708,7,"see raw data",1938608,"control",172.7667,"15:43:18",88,29,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,2,"control",55
"2551","subRE1_29","route 1",6,0.95,43,52,19,0.35,1087929,19,53,1,10000,2000,7,"see raw data",1075744,"baseline",168.9444,"15:43:18",88,29,1,0.6,0.35,0.95,-0.6,0,0.95,6,7,0,7,1,"control",55
"2552","subRE1_29","route 2",6,0.95,43,52,19,0.35,1969812,52,61,1,10000,1915,7,"see raw data",1952520,"control",163.0192,"15:43:18",88,29,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,2,"control",55
"2553","subRE1_30","route 1",7,0.35,0,20,55,0.95,197675,55,7,1,10000,4066,3,"see raw data",177613,"baseline",164.8,"11:51:20",88,30,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,1,"control",58
"2554","subRE1_30","route 1",7,0.35,0,20,55,0.95,1078163,56,7,1,10000,1617,3,"see raw data",0,"control",154.125,"11:51:20",88,30,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,2,"control",58
"2555","subRE1_30","route 1",7,0.75,1,44,55,0.95,216970,56,14,1,10000,3316,4,"see raw data",197675,"baseline",166.3091,"11:51:20",88,30,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,1,"control",58
"2556","subRE1_30","route 1",7,0.75,1,44,55,0.95,1095425,55,14,1,10000,1900,4,"see raw data",1078163,"control",157.5455,"11:51:20",88,30,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,2,"control",58
"2557","subRE1_30","route 2",4,0.55,2,32,12,0.2,232933,32,20,1,10000,4366,6,"see raw data",216970,"baseline",147.875,"11:51:20",88,30,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,1,"control",58
"2558","subRE1_30","route 2",4,0.55,2,32,12,0.2,1108472,32,20,1,10000,1483,6,"see raw data",1095425,"control",150.5,"11:51:20",88,30,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,2,"control",58
"2559","subRE1_30","route 1",5,0.2,3,12,44,0.75,1123485,45,25,1,10000,1266,4,"see raw data",1108472,"control",164,"11:51:20",88,30,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,2,"control",58
"2560","subRE1_30","route 1",5,0.2,3,12,44,0.75,249046,44,25,1,10000,1966,4,"see raw data",232933,"baseline",167.3636,"11:51:20",88,30,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,1,"control",58
"2561","subRE1_30","route 2",5,0.95,4,55,44,0.75,268974,55,32,1,10000,3599,7,"see raw data",249046,"baseline",171.7818,"11:51:20",88,30,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,1,"control",58
"2562","subRE1_30","route 2",5,0.95,4,55,44,0.75,1140664,55,32,1,10000,1417,7,"see raw data",1123485,"control",162.4,"11:51:20",88,30,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,2,"control",58
"2563","subRE1_30","route 1",6,0.55,5,32,55,0.95,293069,54,32,0,10000,2466,3,"see raw data",268974,"baseline",177.6226,"11:51:20",88,30,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,1,"control",58
"2564","subRE1_30","route 1",6,0.55,5,32,55,0.95,1157327,55,38,1,10000,1100,3,"see raw data",1140664,"control",165.1273,"11:51:20",88,30,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"control",58
"2565","subRE1_30","route 2",4,0.75,6,44,32,0.55,1172424,44,44,1,10000,1333,6,"see raw data",1157327,"control",162.8409,"11:51:20",88,30,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,2,"control",58
"2566","subRE1_30","route 2",4,0.75,6,44,32,0.55,309665,44,38,1,10000,3049,6,"see raw data",293069,"baseline",154.1364,"11:51:20",88,30,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,1,"control",58
"2567","subRE1_30","route 2",3,0.95,7,55,12,0.2,1189819,55,50,1,10000,1233,6,"see raw data",1172424,"control",174.8,"11:51:20",88,30,3,0.75,0.95,0.2,0.75,1,0.95,6,3,1,6,2,"control",58
"2568","subRE1_30","route 1",3,0.95,7,55,12,0.2,322528,12,41,1,10000,4315,6,"see raw data",309665,"baseline",149.9167,"11:51:20",88,30,3,0.75,0.2,0.95,-0.75,0,0.95,3,6,0,6,1,"control",58
"2569","subRE1_30","route 2",4,0.35,8,20,12,0.2,1201017,20,55,1,10000,1416,5,"see raw data",1189819,"control",152.45,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,2,"control",58
"2570","subRE1_30","route 2",4,0.35,8,20,12,0.2,334125,21,46,1,10000,1833,5,"see raw data",322528,"baseline",139.95,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,1,"control",58
"2571","subRE1_30","route 1",6,0.35,9,20,55,0.95,353854,55,52,1,10000,3549,3,"see raw data",334125,"baseline",172.0909,"11:51:20",88,30,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,1,"control",58
"2572","subRE1_30","route 1",6,0.35,9,20,55,0.95,1217812,56,61,1,10000,1034,3,"see raw data",1201017,"control",165.7091,"11:51:20",88,30,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,2,"control",58
"2573","subRE1_30","route 1",4,0.2,10,12,20,0.35,1229343,21,65,1,10000,1733,3,"see raw data",1217812,"control",144.15,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,2,"control",58
"2574","subRE1_30","route 1",4,0.2,10,12,20,0.35,365551,20,56,1,10000,1933,3,"see raw data",353854,"baseline",151.65,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,1,"control",58
"2575","subRE1_30","route 2",5,0.75,11,44,32,0.55,407191,45,7,1,10000,2199,7,"see raw data",391195,"baseline",158.6818,"11:51:20",88,30,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,1,"control",58
"2576","subRE1_30","route 2",5,0.75,11,44,32,0.55,1271283,45,7,1,10000,2250,7,"see raw data",1255454,"control",151.0667,"11:51:20",88,30,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,2,"control",58
"2577","subRE1_30","route 2",4,0.75,12,44,12,0.2,1290129,44,13,1,10000,5298,6,"see raw data",1271283,"control",153.75,"11:51:20",88,30,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",58
"2578","subRE1_30","route 2",4,0.75,12,44,12,0.2,422487,44,13,1,10000,1533,6,"see raw data",407191,"baseline",160.2045,"11:51:20",88,30,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",58
"2579","subRE1_30","route 2",3,0.95,13,55,20,0.35,1425729,56,18,1,10000,1450,5,"see raw data",1290129,"control",161.4727,"11:51:20",88,30,2,0.6,0.95,0.35,0.6,1,0.95,5,3,1,5,2,"control",58
"2580","subRE1_30","route 2",3,0.95,13,55,20,0.35,439600,55,18,1,10000,1550,5,"see raw data",422487,"baseline",162.3818,"11:51:20",88,30,2,0.6,0.95,0.35,0.6,1,0.95,5,3,1,5,1,"control",58
"2581","subRE1_30","route 2",1,0.2,14,12,55,0.95,451680,12,26,1,10000,3916,8,"see raw data",439600,"baseline",129.1667,"11:51:20",88,30,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"control",58
"2582","subRE1_30","route 2",1,0.2,14,12,55,0.95,1436577,13,26,1,10000,1816,8,"see raw data",1425729,"control",169.4167,"11:51:20",88,30,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,2,"control",58
"2583","subRE1_30","route 1",4,0.35,15,20,44,0.75,1451790,44,30,1,10000,1250,3,"see raw data",1436577,"control",162.0682,"11:51:20",88,30,1,0.4,0.75,0.35,0.4,1,0.75,4,3,1,4,2,"control",58
"2584","subRE1_30","route 1",4,0.35,15,20,44,0.75,466810,45,30,1,10000,1783,3,"see raw data",451680,"baseline",151.8222,"11:51:20",88,30,1,0.4,0.75,0.35,0.4,1,0.75,4,3,1,4,1,"control",58
"2585","subRE1_30","route 1",6,0.2,16,12,32,0.55,480457,32,36,1,10000,2266,5,"see raw data",466810,"baseline",148.4062,"11:51:20",88,30,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,1,"control",58
"2586","subRE1_30","route 1",6,0.2,16,12,32,0.55,1464870,32,36,1,10000,1317,5,"see raw data",1451790,"control",161.2581,"11:51:20",88,30,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,2,"control",58
"2587","subRE1_30","route 1",5,0.2,17,12,55,0.95,1481466,55,41,1,10000,1416,3,"see raw data",1464870,"control",156.1296,"11:51:20",88,30,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"control",58
"2588","subRE1_30","route 1",5,0.2,17,12,55,0.95,498586,55,41,1,10000,2550,3,"see raw data",480457,"baseline",166.3273,"11:51:20",88,30,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"control",58
"2589","subRE1_30","route 1",5,0.35,18,20,55,0.95,515565,56,46,1,10000,1816,4,"see raw data",498586,"baseline",155.1273,"11:51:20",88,30,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,1,"control",58
"2590","subRE1_30","route 1",5,0.35,18,20,55,0.95,1498295,56,46,1,10000,1266,4,"see raw data",1481466,"control",160.5636,"11:51:20",88,30,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,2,"control",58
"2591","subRE1_30","route 1",5,0.2,19,12,55,0.95,1515091,55,51,1,10000,1416,3,"see raw data",1498295,"control",161.7818,"11:51:20",88,30,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"control",58
"2592","subRE1_30","route 1",5,0.2,19,12,55,0.95,533144,55,51,1,10000,1616,3,"see raw data",515565,"baseline",172.6909,"11:51:20",88,30,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"control",58
"2593","subRE1_30","route 1",7,0.55,20,32,55,0.95,1540135,56,58,1,10000,9465,4,"see raw data",1515091,"control",157.8364,"11:51:20",88,30,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,2,"control",58
"2594","subRE1_30","route 1",7,0.55,20,32,55,0.95,550257,55,58,1,10000,1550,4,"see raw data",533144,"baseline",166.0182,"11:51:20",88,30,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,1,"control",58
"2595","subRE1_30","route 1",7,0.2,21,12,44,0.75,565586,44,65,1,10000,1750,6,"see raw data",550257,"baseline",157.5227,"11:51:20",88,30,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"control",58
"2596","subRE1_30","route 1",7,0.2,21,12,44,0.75,1554898,44,65,1,10000,1399,6,"see raw data",1540135,"control",153.4419,"11:51:20",88,30,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"control",58
"2597","subRE1_30","route 1",4,0.55,22,32,55,0.95,600894,55,4,1,10000,1650,3,"see raw data",583899,"baseline",161.4909,"11:51:20",88,30,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,1,"control",58
"2598","subRE1_30","route 1",4,0.55,22,32,55,0.95,1586207,56,4,1,10000,1450,3,"see raw data",1569595,"control",154.5091,"11:51:20",88,30,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,2,"control",58
"2599","subRE1_30","route 2",4,0.95,23,55,12,0.2,618440,55,10,1,10000,1966,6,"see raw data",600894,"baseline",164.4909,"11:51:20",88,30,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,1,"control",58
"2600","subRE1_30","route 1",4,0.95,23,55,12,0.2,1596355,13,8,1,10000,1766,6,"see raw data",1586207,"control",134.6667,"11:51:20",88,30,2,0.75,0.2,0.95,-0.75,0,0.95,4,6,0,6,2,"control",58
"2601","subRE1_30","route 2",3,0.55,24,32,20,0.35,1609602,32,15,1,10000,1850,7,"see raw data",1596355,"control",151.5312,"11:51:20",88,30,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,2,"control",58
"2602","subRE1_30","route 2",3,0.55,24,32,20,0.35,632870,33,17,1,10000,1433,7,"see raw data",618440,"baseline",187.9688,"11:51:20",88,30,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,1,"control",58
"2603","subRE1_30","route 1",7,0.2,25,12,20,0.35,1620682,21,22,1,10000,1350,6,"see raw data",1609602,"control",146.65,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,2,"control",58
"2604","subRE1_30","route 1",7,0.2,25,12,20,0.35,643834,20,24,1,10000,1400,6,"see raw data",632870,"baseline",147.45,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,1,"control",58
"2605","subRE1_30","route 2",4,0.75,26,44,12,0.2,1635662,44,28,1,10000,1383,6,"see raw data",1620682,"control",152.3023,"11:51:20",88,30,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",58
"2606","subRE1_30","route 2",4,0.75,26,44,12,0.2,659031,44,30,1,10000,1616,6,"see raw data",643834,"baseline",159.8182,"11:51:20",88,30,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",58
"2607","subRE1_30","route 1",8,0.95,27,55,12,0.2,1646059,12,36,1,10000,2216,1,"see raw data",1635662,"control",133.25,"11:51:20",88,30,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,2,"control",58
"2608","subRE1_30","route 1",8,0.95,27,55,12,0.2,670644,13,38,1,10000,3049,1,"see raw data",659031,"baseline",143.0833,"11:51:20",88,30,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"control",58
"2609","subRE1_30","route 1",7,0.35,28,20,44,0.75,686374,45,45,1,10000,1733,6,"see raw data",670644,"baseline",161.4444,"11:51:20",88,30,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,1,"control",58
"2610","subRE1_30","route 1",7,0.35,28,20,44,0.75,1660656,44,43,1,10000,1450,6,"see raw data",1646059,"control",152.2273,"11:51:20",88,30,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,2,"control",58
"2611","subRE1_30","route 1",3,0.95,29,55,20,0.35,1672403,20,46,1,10000,2166,4,"see raw data",1660656,"control",142.8947,"11:51:20",88,30,1,0.6,0.35,0.95,-0.6,0,0.95,3,4,0,4,2,"control",58
"2612","subRE1_30","route 2",3,0.95,29,55,20,0.35,703870,55,49,1,10000,1500,4,"see raw data",686374,"baseline",172.6909,"11:51:20",88,30,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,1,"control",58
"2613","subRE1_30","route 1",6,0.2,30,12,20,0.35,1683517,20,52,1,10000,1317,5,"see raw data",1672403,"control",154.1,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,2,"control",58
"2614","subRE1_30","route 1",6,0.2,30,12,20,0.35,715334,21,55,1,10000,1683,5,"see raw data",703870,"baseline",149.9524,"11:51:20",88,30,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,1,"control",58
"2615","subRE1_30","route 2",3,0.55,31,32,12,0.2,728897,33,60,1,10000,1783,5,"see raw data",715334,"baseline",155.6875,"11:51:20",88,30,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,1,"control",58
"2616","subRE1_30","route 2",3,0.55,31,32,12,0.2,1696764,33,57,1,10000,1683,5,"see raw data",1683517,"control",152.0625,"11:51:20",88,30,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,2,"control",58
"2617","subRE1_30","route 1",7,0.2,32,12,55,0.95,745993,56,67,1,10000,1500,3,"see raw data",728897,"baseline",161.1636,"11:51:20",88,30,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"control",58
"2618","subRE1_30","route 1",7,0.2,32,12,55,0.95,1714027,55,64,1,10000,2316,3,"see raw data",1696764,"control",155.1091,"11:51:20",88,30,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"control",58
"2619","subRE1_30","route 2",6,0.75,33,44,12,0.2,802563,44,7,1,10000,2300,7,"see raw data",786683,"baseline",155.25,"11:51:20",88,30,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"control",58
"2620","subRE1_30","route 2",6,0.75,33,44,12,0.2,1739287,44,7,1,10000,1266,7,"see raw data",1724657,"control",149.186,"11:51:20",88,30,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"control",58
"2621","subRE1_30","route 2",4,0.55,34,32,20,0.35,1752367,32,12,1,10000,1516,5,"see raw data",1739287,"control",152.6129,"11:51:20",88,30,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,2,"control",58
"2622","subRE1_30","route 2",4,0.55,34,32,20,0.35,816259,33,12,1,10000,1516,5,"see raw data",802563,"baseline",165.5625,"11:51:20",88,30,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,1,"control",58
"2623","subRE1_30","route 2",4,0.95,35,55,32,0.55,1768930,55,17,1,10000,1383,5,"see raw data",1752367,"control",156.6182,"11:51:20",88,30,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,2,"control",58
"2624","subRE1_30","route 2",4,0.95,35,55,32,0.55,836704,55,17,1,10000,5082,5,"see raw data",816259,"baseline",159.0545,"11:51:20",88,30,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,1,"control",58
"2625","subRE1_30","route 1",7,0.35,36,20,32,0.55,1781627,33,24,1,10000,1100,4,"see raw data",1768930,"control",151.5312,"11:51:20",88,30,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,2,"control",58
"2626","subRE1_30","route 1",7,0.35,36,20,32,0.55,884010,32,24,1,10000,35725,4,"see raw data",836704,"baseline",149.9677,"11:51:20",88,30,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,1,"control",58
"2627","subRE1_30","route 2",3,0.95,37,55,12,0.2,900939,56,31,1,10000,1367,7,"see raw data",884010,"baseline",159.0545,"11:51:20",88,30,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"control",58
"2628","subRE1_30","route 2",3,0.95,37,55,12,0.2,1798323,55,31,1,10000,1300,7,"see raw data",1781627,"control",157.2364,"11:51:20",88,30,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"control",58
"2629","subRE1_30","route 1",6,0.55,38,32,55,0.95,1815186,55,37,1,10000,1466,3,"see raw data",1798323,"control",158.4545,"11:51:20",88,30,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"control",58
"2630","subRE1_30","route 1",6,0.55,38,32,55,0.95,917702,56,37,1,10000,1583,3,"see raw data",900939,"baseline",156.6182,"11:51:20",88,30,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,1,"control",58
"2631","subRE1_30","route 2",4,0.95,39,55,20,0.35,1832165,56,43,1,10000,1417,6,"see raw data",1815186,"control",159.6364,"11:51:20",88,30,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,2,"control",58
"2632","subRE1_30","route 2",4,0.95,39,55,20,0.35,935264,56,43,1,10000,1583,6,"see raw data",917702,"baseline",169.9455,"11:51:20",88,30,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,1,"control",58
"2633","subRE1_30","route 1",6,0.2,40,12,44,0.75,950544,45,49,1,10000,1716,4,"see raw data",935264,"baseline",155.8889,"11:51:20",88,30,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",58
"2634","subRE1_30","route 1",6,0.2,40,12,44,0.75,1847528,45,49,1,10000,1383,4,"see raw data",1832165,"control",163.2045,"11:51:20",88,30,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",58
"2635","subRE1_30","route 2",4,0.95,41,55,44,0.75,967156,55,55,1,10000,1250,6,"see raw data",950544,"baseline",160.5636,"11:51:20",88,30,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,1,"control",58
"2636","subRE1_30","route 2",4,0.95,41,55,44,0.75,1864624,56,55,1,10000,1300,6,"see raw data",1847528,"control",165.7091,"11:51:20",88,30,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,2,"control",58
"2637","subRE1_30","route 2",5,0.55,42,32,12,0.2,980337,33,62,1,10000,1600,7,"see raw data",967156,"baseline",153.0938,"11:51:20",88,30,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,1,"control",58
"2638","subRE1_30","route 2",5,0.55,42,32,12,0.2,1877971,33,62,1,10000,1350,7,"see raw data",1864624,"control",164.5625,"11:51:20",88,30,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,2,"control",58
"2639","subRE1_30","route 1",6,0.95,43,55,20,0.35,1889118,21,68,1,10000,1566,7,"see raw data",1877971,"control",141.65,"11:51:20",88,30,1,0.6,0.35,0.95,-0.6,0,0.95,6,7,0,7,2,"control",58
"2640","subRE1_30","route 2",6,0.95,43,55,20,0.35,997366,56,69,1,10000,1433,7,"see raw data",980337,"baseline",163.2909,"11:51:20",88,30,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,1,"control",58
"2641","subRE1_31","route 2",7,0.35,0,19,52,0.95,195000,19,3,1,10000,4404,3,"see raw data",180071,"baseline",177.3684,"16:09:14",88,31,4,0.6,0.35,0.95,-0.6,0,0.95,3,7,0,7,1,"planning",55
"2642","subRE1_31","route 1",7,0.35,0,19,52,0.95,1182803,52,7,1,10000,3721,3,"see raw data",0,"planning",140.8269,"16:09:14",88,31,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,2,"planning",55
"2643","subRE1_31","route 1",7,0.75,1,41,52,0.95,212330,52,10,1,10000,2135,4,"see raw data",195000,"baseline",159.9412,"16:09:14",88,31,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,1,"planning",55
"2644","subRE1_31","route 1",7,0.75,1,41,52,0.95,1199200,53,14,1,10000,2452,4,"see raw data",1182803,"planning",137.6346,"16:09:14",88,31,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,2,"planning",55
"2645","subRE1_31","route 2",4,0.55,2,30,11,0.2,1213279,31,20,1,10000,2718,6,"see raw data",1199200,"planning",143.4333,"16:09:14",88,31,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,2,"planning",55
"2646","subRE1_31","route 2",4,0.55,2,30,11,0.2,226342,31,16,1,10000,2035,6,"see raw data",212330,"baseline",164.6,"16:09:14",88,31,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,1,"planning",55
